Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
6254,"That?s a uh, that?s a tough combination.",Joey,neutral,neutral,626,10,3,6,"00:11:33,776","00:11:36,528"
6255,Do you wanna come in for some lemonade?,Monica,neutral,neutral,626,11,3,6,"00:11:41,534","00:11:43,785"
6256,Like you wouldn?t believe.  Wow! This is a great place.,Joey,surprise,positive,626,12,3,6,"00:11:44,453","00:11:54,879"
6258,Remember how you said you were really dense about poetry? Oh.,Phoebe,neutral,neutral,627,0,3,12,"00:16:02,753","00:16:05,463"
6266,"Yeah, that?s what I drive. I make four bucks an hour, I saved up for 350 years!",Gunther,disgust,negative,628,4,6,5,"00:01:47,982","00:01:55,614"
6269,There?s a lost and found?  My shoe!,Joey,surprise,negative,628,7,6,5,"00:02:05,667","00:02:10,254"
6272,I wasn?t gonna walk all the way back down here with one shoe!,Joey,neutral,neutral,628,10,6,5,"00:02:15,593","00:02:18,595"
6274,I?m gonna go find that guy?s car and leave a note on the windshield.,Joey,neutral,neutral,628,11,6,5,"00:02:19,222","00:02:22,891"
6275,"Oh good, when he comes back for his keys, I?ll be sure to give him your shoe.",Chandler,neutral,neutral,628,12,6,5,"00:02:23,059","00:02:26,728"
6277,"Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep.",Carol,neutral,neutral,629,0,2,2,"00:07:38,040","00:07:43,753"
6278,"Carol, we've been through this before, ok?",Ross,joy,positive,629,1,2,2,"0:07:43,921","0:07:46,424"
6282,"Honey, relax. Ross is great with him.  Don't look so surprised. I'm a lovely person.",Susan,joy,positive,629,5,2,2,"00:07:52,680","00:07:59,853"
6283,"Oh, this is so cute.",Rachel,joy,positive,629,6,2,2,"00:08:01,314","00:08:03,732"
6285,My mommies love me. That's clever.,Ross,joy,positive,629,8,2,2,"00:08:05,693","00:08:12,407"
6287,"Oh, Hi, Ju??Hi, Jew!",Monica,neutral,neutral,629,10,2,2,"00:08:15,411","00:08:19,998"
6290,"Ok.  Um, sure, that'd be great.",Monica,neutral,neutral,629,13,2,2,"00:08:23,544","00:08:29,382"
6293,"Did you just say Hi, Jew?",Rachel,surprise,negative,629,16,2,2,"00:08:29,550","00:08:31,801"
6294,"Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith.",Monica,neutral,neutral,629,17,2,2,"00:08:35,348","00:08:47,692"
6295,Now there you go! I wouldn?t want my best guest to strain her eyes!,Monica,joy,positive,630,0,6,18,"00:11:35,111","00:11:38,071"
6297,Does that smell bother you?,Monica,disgust,negative,630,2,6,18,"00:11:41,033","00:11:43,702"
6299,"Well you let me know if you can, because y?know I can bake a pie to cover it.",Monica,neutral,neutral,630,4,6,18,"00:11:46,706","00:11:50,917"
6303,"Hello?  Oh yes, one minute please.  It?s for you. It?s the fire inspector.",Monica,neutral,neutral,630,8,6,18,"00:11:59,218","00:12:03,471"
6304,Oh!  Hello?  Yeah this is Phoebe.  Really?!,Phoebe,surprise,negative,630,9,6,18,"00:11:59,218","00:12:07,642"
6306,"No-no, it was the candles.",Joey,neutral,neutral,630,11,6,18,"00:12:15,067","00:12:17,402"
6307,It?s very not good leaving candles unattended.,Joey,neutral,neutral,630,12,6,18,"00:12:17,570","00:12:21,072"
6308,"In fact, one of the first things they teach you in fire school is?  Uhh? Uhh? Okay.",Joey,neutral,neutral,630,13,6,18,"00:12:21,240","00:12:32,417"
6309,"Well, I have to go now.",Joey,neutral,neutral,630,14,6,18,"00:12:30,207","00:12:32,417"
6311,Is he crazy?! You just had Ross¡¯s baby!,Monica,surprise,negative,632,0,9,1,"0:14:37,585","0:14:40,463"
6319,It¡¯s¡­ It is bigger than  mine!,Monica,surprise,negative,632,8,9,1,"00:14:50,764","00:14:53,182"
6321,You can¡¯t marry him!,Monica,sadness,negative,632,10,9,1,"00:14:57,897","00:15:00,273"
6322,Why not? I don¡¯t want to do this alone! And he¡¯s such a sweet  guy and he loves me so much.,Rachel,sadness,negative,632,11,9,1,"00:15:00,441","00:15:05,612"
6327,"Honey, the question is¡­do you really want to marry Joey?",Monica,sadness,negative,632,16,9,1,"00:15:15,748","00:15:20,376"
6328,"No. No, I don¡¯t. Could you be a dear and go tell him?",Rachel,sadness,negative,632,17,9,1,"00:15:22,254","00:15:32,055"
6329,So-so you two were married huh? What happened? You just drift apart?,Phoebe,neutral,neutral,633,0,7,24,"00:07:49,886","00:07:56,391"
6332,I wanna wear this everyday.,Monica,joy,positive,633,3,7,24,"00:08:06,861","00:08:09,446"
6336,Hey! Did Chandler show up yet?,Joey,fear,negative,633,7,7,24,"0:08:19,624","0:08:21,926"
6343,"I will be! Listen, I don?t want you teaching my son that stuff anymore. Okay?",Ross,anger,negative,634,0,7,16,"00:11:58,592","00:12:06,182"
6345,"Fine, but I?ll have you know that once I taught him that stuff he called me Fun Aunt Rachel.",Rachel,anger,negative,634,2,7,16,"00:17:44,104","00:17:49,859"
6346,And I loved being Fun Aunt Rachel but I?ll go back to being Boring and Uncomfortable Aunt Rachel if that?s what you want!,Rachel,anger,negative,634,3,7,16,"00:17:50,027","00:17:54,238"
6347,"No that?s not what I want. Uh, I?m glad you guys were bonding but I",Ross,neutral,neutral,634,4,7,16,"00:17:54,406","00:17:56,741"
6348,"Look he doesn?t have any brothers or sisters, somebody?s gonna have to teach him this stuff!",Rachel,sadness,negative,634,5,7,16,"00:17:56,950","00:18:01,621"
6349,And I haven?t taught him anything that a normal 6-year-old doesn?t know anyway!,Rachel,neutral,neutral,634,6,7,16,"00:18:01,872","00:18:05,625"
6352,Look at that! Look at that! They?re going into the first class lounge! Do you know what they have in there?,Monica,surprise,negative,635,0,8,3,"00:08:13,409","00:08:18,955"
6354,Me neither! We have to get in!,Monica,surprise,negative,635,2,8,3,"00:08:19,207","00:08:21,750"
6357,Shh!  Nice to see you again.,Chandler,neutral,neutral,635,5,8,3,"00:08:26,464","00:08:34,179"
6358,"Uh sir, may I see your tickets please?",Airline Employee,neutral,neutral,635,6,8,3,"00:08:29,091","00:08:34,179"
6360,"I?m sorry, would you move your thumb? I can?t see the seat number.",Airline Employee,neutral,neutral,635,8,8,3,"00:08:37,266","00:08:39,768"
6361,"Oh that?s all right, I have it memorized. It?s 1A.",Chandler,neutral,neutral,635,9,8,3,"00:08:39,977","00:08:43,813"
6368,I realized it was stupid to get upset about not having a husband and kids.,Rachel,joy,positive,636,2,7,14,"00:12:17,570","00:12:20,321"
6369,All I really needed was a plan.,Rachel,neutral,neutral,636,3,7,14,"00:12:20,573","00:12:22,824"
6371,"Oh let me guess, and you wanna have them all at the same time and you wanna have them for your brother.",Phoebe,joy,positive,636,5,7,14,"00:12:25,327","00:12:30,331"
6372,As I was saying? I should probably have the first of the three kids by the time I?m 35 which gives me five years.,Rachel,neutral,neutral,636,6,7,14,"00:12:32,168","00:12:39,966"
6375,You spent a hundred dollars. That?s the limit. You?re screwed!,Joey,joy,positive,637,0,7,17,"00:14:09,181","00:14:13,643"
6376,"Uh actually, I sent the flowers before the actual date. So technically,",Ross,anger,negative,637,1,7,17,"00:14:14,478","00:14:19,482"
6377,Oh-oh! So that?s the way it?s gonna be huh? Yeah I can break the rules too y?know!,Joey,anger,negative,637,2,7,17,"00:14:24,238","00:14:27,657"
6385,Yeah bye-bye!  Hey! So just a light layer?,Joey,neutral,neutral,637,10,7,17,"00:14:35,708","00:14:41,963"
6386,Yes. Yes. Just here  and there .,Ross,neutral,neutral,637,11,7,17,"00:14:42,172","00:14:44,841"
6390,"Hi. God, it seems like just yesterday you guys used to come out to watch me work.",Mr. Geller,joy,positive,638,3,7,13,"00:06:01,986","00:06:06,323"
6391,"Dad, we-we can?t believe you?re selling the house.",Ross,sadness,negative,638,4,7,13,"00:06:06,491","00:06:08,867"
6392,"Well, it?s time for a new family to start their memories here and hopefully their check will clear before they find the crack in the foundation and the asbestos in the ceiling.",Mr. Geller,neutral,neutral,638,5,7,13,"00:06:09,035","00:06:17,459"
6393,Let?s grab our stuff and get the hell out of here.,Ross,neutral,neutral,638,6,7,13,"00:06:19,462","00:06:22,339"
6394,I?m sorry we can?t store your childhood things anymore.,Mr. Geller,sadness,negative,638,7,7,13,"00:06:22,757","00:06:25,342"
6395,"Oh, that?s okay, I can?t wait to see everything again! All of the memories",Monica,joy,positive,638,8,7,13,"00:06:25,510","00:06:28,720"
6396,"Well, I don?t know what?s in the boxes down here, but I do know there are six or seven",Mr. Geller,neutral,neutral,638,9,7,13,"00:06:28,888","00:06:34,726"
6398,"Yeah, not as much as you used to love to play uncooked batter eater.",Ross,neutral,neutral,638,11,7,13,"00:06:37,939","00:06:41,066"
6399,"Hey, it is unreasonable to expect a child to wait for a",Monica,neutral,neutral,638,12,7,13,"00:06:41,317","00:06:46,655"
6401,"Hi, I'm Ben. I'm hospital worker Ben. It's Ben... to the rescue!",Phoebe,joy,positive,639,1,1,23,"00:16:20,396","00:16:26,359"
6408,"Well, Susan, I see what appears to be a dark vent. Wait. Yes, it is in fact a dark vent.",Phoebe,neutral,neutral,639,8,1,23,"00:16:44,628","00:16:53,594"
6409,"Phoebs, It's open! It's open!",Ross,surprise,positive,639,9,1,23,"00:16:56,557","00:16:58,891"
6410,Wait! You forgot your legs!,Janitor,surprise,negative,639,10,1,23,"00:17:01,770","00:17:05,231"
6411,"You have a very impressive resume, Ms. Green. I especially like what I see here about implementing a new filing system.",Mr. Posner,joy,positive,640,0,4,9,"00:06:24,842","00:06:32,307"
6416,It certainly did brighten up the inside of the filing cabinets.,Joanna,joy,positive,640,5,4,9,"00:06:38,272","00:06:41,650"
6417,"Well, they uh, they-they do more than that.",Rachel,neutral,neutral,640,6,4,9,"00:06:42,485","00:06:46,729"
6418,I notice that you?ve been trusted with a lot of rather important responsibilities.,Mrs. Lynch,neutral,neutral,640,7,4,9,"00:06:46,447","00:06:50,492"
6419,"Yes, Joanna really has been an incredible mentor to me.",Rachel,joy,positive,640,8,4,9,"00:06:50,660","00:06:55,163"
6420,Oh. And Rachel has been really incredible in getting my morning bagel for me. It?s amazing how she gets it right almost,Joanna,joy,positive,640,9,4,9,"00:06:55,331","00:07:01,920"
6421,"I-I-I of course, I have more responsibilities than that.",Rachel,neutral,neutral,640,10,4,9,"00:07:03,423","00:07:06,383"
6422,"Oh yes, well there?s the coffee too.  Rachel can carry two things at once!",Joanna,joy,positive,640,11,4,9,"00:07:06,551","00:07:12,139"
6423,"Yes, that?s very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.",Mr. Posner,neutral,neutral,640,12,4,9,"00:07:13,182","00:07:22,941"
6425,"And Rachel shouldn?t have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.",Joanna,neutral,neutral,640,14,4,9,"00:07:25,820","00:07:29,531"
6427,"With them, under them, what?s the difference? Eh, Rach?",Joanna,neutral,neutral,640,16,4,9,"00:07:32,577","00:07:35,704"
6429,Did she call? You-you told her I was sick right? Always tell her I am sick!,Chandler,fear,negative,641,1,7,4,"00:07:18,938","00:07:24,109"
6430,"Chandler, listen to me sweetie, I know you can do this. Okay? You have a beautiful smile.",Monica,neutral,neutral,642,0,7,5,"00:05:33,207","00:05:36,877"
6432,"Yeah!  All right, maybe you don?t have to smile. Let?s try something else. Let?s try umm, try looking sexy.",Monica,neutral,neutral,642,2,7,5,"00:05:37,045","00:05:47,888"
6440,"Relax, Ross. She's not made of ice cream!",Monica,neutral,neutral,643,5,7,8,"00:14:46,302","00:14:49,220"
6441,"Hey look, Phoebe. I, uh, I laid out the states geographically...",Ross,neutral,neutral,643,6,7,8,"00:14:50,681","00:14:54,267"
6444,"Did you not hear me say, ""Du-ude?!""",Chandler,anger,negative,644,2,7,4,"00:13:10,122","00:13:12,540"
6445,"And this girl is making eyes at Chandler, okay?",Ross,neutral,neutral,644,3,7,4,"00:13:13,417","00:13:16,711"
6446,"So after awhile he-he goes over to her and uh, after a minute or two, I see them kissing.",Ross,neutral,neutral,644,4,7,4,"00:13:16,921","00:13:28,681"
6447,"Now, I know what you?re thinking, Chandler?s not the type of guy who just goes to bars and makes out with girls, and you?re right, Chandler?s not the type of guy who just goes to bars and makes out with?girls.",Ross,joy,positive,644,5,7,4,"00:13:26,680","00:13:36,773"
6448,You kissed a guy?!! Oh my God.,Monica,surprise,positive,644,6,7,4,"00:13:34,730","00:13:40,151"
6449,"In my defense, it was dark and he was a very pretty guy.",Chandler,anger,negative,644,7,7,4,"00:13:40,361","00:13:44,572"
6451,"Ho-ho, so hard we had to throw out your underwear again?",Chandler,anger,negative,644,9,7,4,"00:13:48,327","00:13:52,539"
6452,"Whatever dude, you kissed a guy.",Ross,neutral,neutral,644,10,7,4,"00:13:54,416","00:13:56,626"
6453,"So umm, you?re gonna stay with me as long as I need you?",Rachel,neutral,neutral,645,0,8,20,"00:14:01,078","00:14:03,539"
6456,"I?ve read all kinds of books on pregnancy and giving birth, but I-I just didn?t think to read the part about what to do when the baby comes.",Rachel,neutral,neutral,645,3,8,20,"00:14:06,542","00:14:14,049"
6458,The baby?s coming and I don?t know what to do.,Rachel,sadness,negative,645,5,8,20,"00:14:14,216","00:14:19,972"
6459,"Oh, can I throw up in my diaper genie?",Rachel,sadness,negative,645,6,8,20,"00:14:16,093","00:14:19,972"
6460,"No. Sweetie, you?re gonna be fine.",Mrs. Green,neutral,neutral,645,7,8,20,"00:14:20,180","00:14:24,435"
6461,Wait-wait where are you going? Where are you going?,Rachel,fear,negative,645,8,8,20,"0:14:24,810","0:14:27,355"
6467,Hey! Why are you all red and sweaty?,Phoebe,surprise,positive,645,14,8,20,"00:14:43,704","00:14:46,957"
6468,I just Bamboozled Chandler!  Which is not uh sexual thing. That was a quick shower.,Ross,neutral,neutral,645,15,8,20,"00:14:47,207","00:14:59,887"
6469,Not if you were here.,Phoebe,neutral,neutral,645,16,8,20,"00:14:57,092","00:14:59,887"
6470,"Okay, the reason why I asked you guys out to brunch today is because I have been doing some thinking about who should be my maid of honor.",Monica,neutral,neutral,646,0,7,6,"00:00:02,794","00:00:08,549"
6471,Oh my God! This is it!   I really hope it?s you!,Rachel,joy,positive,646,1,7,6,"00:00:08,717","00:00:12,845"
6474,"First of all um, I love you both so much and you?re both so important to me",Monica,joy,positive,646,4,7,6,"00:00:16,433","00:00:23,063"
6475,"Okay, bla-bla-bla-bla!! Who is it?!",Rachel,joy,positive,646,5,7,6,"00:00:19,019","00:00:23,063"
6476,"Well umm, I was thinking that maybe we could come up with a system where we trade off being maid of honor for each other.",Monica,neutral,neutral,646,6,7,6,"00:00:24,149","00:00:29,111"
6481,If Phoebe were my maid of honor,Monica,neutral,neutral,646,11,7,6,"00:00:38,538","00:00:42,416"
6483,"Rachel would be Phoebe?s, I would be Rachel?s, that way we all get to do it once and no one would get upset.",Monica,neutral,neutral,646,12,7,6,"00:00:38,538","00:00:45,252"
6485,"Yeah, I?ll do that. So who gets to be yours?",Phoebe,neutral,neutral,646,14,7,6,"0:00:47,472","0:00:49,816"
6486,"Well that?s the best part. Umm,",Monica,neutral,neutral,646,15,7,6,"00:00:50,967","00:00:54,678"
6493,"Aww, and good luck to you too!  What a nice lady!",Phoebe,joy,positive,646,21,7,6,"00:01:29,576","00:01:34,676"
6494,"If you wanna give Joey a Christmas present that disrupts the entire building, why not get him something a little bit more subtle, like a wrecking ball, or a phial of small pox to release in the hallway?",Chandler,neutral,neutral,647,0,7,19,"00:08:51,322","00:08:58,578"
6495,It's not just the drum noise.,Monica,neutral,neutral,648,0,7,10,"00:08:58,788","00:09:01,706"
6496,"Every five minutes, Joey throws his sticks in the air, and I have to hear, ""Oh my eye!",Monica,anger,negative,648,1,7,10,"00:09:01,916","00:09:07,379"
6498,"I mean, it is so annoying.",Monica,anger,negative,648,3,7,10,"00:09:07,588","00:09:10,173"
6499,"Yes, thank you. You see, this is how normal people are supposed to react to drums.",Phoebe,neutral,neutral,648,4,7,10,"00:09:10,383","00:09:21,643"
6500,"Phoebe, you got Joey drums to annoy Rachel, so she wouldn't wanna live there anymore?",Monica,surprise,negative,648,5,7,10,"00:09:15,888","00:09:23,937"
6502,Joey? Could you get that?  What are you doing here? I thought you were in your room?,Rachel,surprise,positive,649,0,8,12,"00:04:10,458","00:04:28,016"
6503,"No, I?m picking you up for our date. These are for you.",Joey,neutral,neutral,649,1,8,12,"00:04:28,184","00:04:31,648"
6504,"Ohh, Lilies. Joey, they?re my favorite. Thank you.",Rachel,joy,positive,649,2,8,12,"00:04:32,188","00:04:36,900"
6508,It?s been a long walk from the flower shop and I was startin? to feel faint so,Joey,neutral,neutral,649,6,8,12,"00:04:46,077","00:04:49,705"
6511,I actually feel like I?m going on a real date!,Rachel,joy,positive,649,9,8,12,"00:04:53,835","00:04:56,295"
6512,"Although, I have a hint of morning sickness, and I?m wearing underwear that goes up to about??there.",Rachel,neutral,neutral,649,10,8,12,"00:04:56,462","00:05:01,758"
6513,"Hey come on now, this is a real date.",Joey,neutral,neutral,649,11,8,12,"00:05:03,303","00:05:06,513"
6519,I would like to meet him. He sounds like a stand up guy.,Joey,neutral,neutral,649,17,8,12,"00:05:19,736","00:05:23,530"
6520,"Ah yes, but he?s very protective of me so you?d better watch yourself.",Rachel,neutral,neutral,649,18,8,12,"00:05:23,698","00:05:27,909"
6521,"Ah? Hey, so this roommate of yours?is he good looking?",Joey,joy,positive,649,19,8,12,"00:05:28,077","00:05:30,954"
6523,"Oh yeah, it must be tough to keep your hands of him, huh?",Joey,neutral,neutral,649,21,8,12,"00:05:31,122","00:05:36,251"
6525,"No-no-no-no, he?s not! No! Why are you trying to ruin the game? Come on!",Joey,anger,negative,649,23,8,12,"00:05:39,547","00:05:48,930"
6526,Can you believe what a jerk Ross was being?,Rachel,anger,negative,650,0,1,18,"00:08:35,681","00:08:38,433"
6527,"Yeah, I know. He can get really competitive.",Monica,neutral,neutral,650,1,1,18,"00:08:38,601","00:08:41,019"
6530,"Oh, hello, kettle? This is Monica. You're black.",Phoebe,neutral,neutral,650,4,1,18,"00:08:45,983","00:08:49,694"
6531,Please! I am not as bad as Ross.,Monica,disgust,negative,650,5,1,18,"00:08:49,946","00:08:56,660"
6532,"Oh, I beg to differ. The",Rachel,neutral,neutral,650,6,1,18,"00:08:56,827","00:09:00,288"
6534,Oooooh.  : Oh! I got an interview! I got an interview!,Rachel,joy,positive,650,8,1,18,"00:09:07,421","00:09:14,636"
6538,"Well,sounds like you two have issues.",Rachel,neutral,neutral,651,3,1,11,"00:11:30,856","00:11:34,526"
6541,Do they wait for me to do this?,Ross,neutral,neutral,651,6,1,11,"00:11:40,950","00:11:43,535"
6543,Why would I tell him?,Ross,neutral,neutral,651,8,1,11,"00:11:51,711","00:11:53,962"
6544,"How about 'cause if you don't, his mother might.",Joey,neutral,neutral,651,9,1,11,"00:11:51,711","00:11:56,256"
6547,Uhhhh.... he's not even wearing a jockstrap!,Joey,surprise,positive,651,11,1,11,"00:11:58,718","00:12:01,845"
6555,"There's a beautiful woman at eight, nine, ten o'clock!",Chandler,joy,positive,652,5,1,6,"00:02:08,294","00:02:12,172"
6557,"She's amazing! She makes the women that I dream about look like short, fat, bald men!",Chandler,joy,positive,652,7,1,6,"00:02:16,970","00:02:20,597"
6559,"Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",Chandler,fear,negative,652,9,1,6,"00:02:23,726","00:02:28,063"
6560,"Oh, c'mon. She's a person, you can do it!",Rachel,joy,positive,652,10,1,6,"00:02:29,774","00:02:32,109"
6562,He could never get a woman like that in a million years.,Ross,neutral,neutral,652,12,1,6,"00:02:35,530","00:02:38,448"
6564,"Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys.",Phoebe,neutral,neutral,652,13,1,6,"00:02:40,335","00:02:46,582"
6567,"OK, that's enough of the view. Check this out, look at this. Sit down, sit down.",Chandler,neutral,neutral,653,0,1,15,"00:15:21,712","00:15:27,675"
6569,"This is great!  Helen, could you come in here for a moment?",Chandler,joy,positive,653,2,1,15,"00:15:27,843","00:15:35,350"
6572,"I am so, so, so, so sorry!",Chandler,sadness,negative,654,0,6,17,"00:20:03,118","00:20:06,996"
6574,"And I will cook anything you want in here , and do anything in there!",Chandler,fear,negative,654,2,6,17,"00:20:11,043","00:20:18,633"
6575,"Yeah you will!  And, are you kiddin? me?!",Monica,anger,negative,654,3,6,17,"00:20:19,885","00:20:23,095"
6576,"Come on Monica, it?s our Valentine?s Day. Please? Please-please, please?",Chandler,sadness,negative,654,4,6,17,"00:20:25,515","00:20:30,811"
6582,It actually is in the handbook.,Ross,neutral,neutral,655,1,6,18,"0:20:09,374","0:20:11,854"
6583,I can?t date you or have a hot plate in my office.,Ross,neutral,neutral,655,2,6,18,"00:20:11,960","00:20:16,589"
6584,I can?t believe we have to stop seeing each other.,Ross,sadness,negative,655,3,6,18,"00:20:18,217","00:20:21,886"
6585,For what it?s worth I did appreciate you standing up for me. It felt really nice. It kinda made me like you even more.,Elizabeth,joy,positive,655,4,6,18,"00:20:22,930","00:20:32,480"
6586,"I know, I know I really like you too. But we-we can?t date. It?s against the rules. It?s forbidden.",Ross,neutral,neutral,655,5,6,18,"00:20:32,648","00:20:39,403"
6589,"Just hearing you describe it as forbidden, it?s really hot.",Elizabeth,joy,positive,655,8,6,18,"00:20:42,074","00:20:49,247"
6592,"Well I-I-I don?t care how hot it is it?s-it?s uh, it?s wrong.",Ross,joy,positive,655,11,6,18,"00:20:55,128","00:21:05,221"
6594,No! No! It?s wrong! It?s-it?s-it?s naughty. It?s taboo.,Ross,joy,positive,655,13,6,18,"00:21:05,389","00:21:11,769"
6596,Let?s also get a hot plate!,Ross,joy,positive,655,15,6,18,"00:21:15,649","00:21:19,318"
6597,"Rach, you?re in a great place in your life. Come on, you?ve got a great job! Good friends",Monica,joy,positive,656,0,7,14,"00:02:17,470","00:02:22,099"
6598,Yeah! So-so when are you getting married?,Monica,joy,positive,657,0,7,17,"00:04:08,164","00:04:11,500"
6600,I do the same thing.,Rachel,neutral,neutral,657,2,7,17,"0:04:13,813","0:04:16,851"
6601,I?m just kidding. I?m getting married July 25,Megan,joy,positive,657,3,7,17,"00:04:17,632","00:04:21,510"
6602,I?m just kidding too.  I?m getting married in December.,Rachel,joy,positive,657,4,7,17,"00:04:24,806","00:04:27,432"
6605,Oooh it?s getting close!,Megan,joy,positive,657,7,7,17,"00:04:32,146","00:04:34,731"
6607,"So uh, who?s your photographer?",Megan,neutral,neutral,657,8,7,17,"00:04:32,146","00:04:34,731"
6609,We met with him. Did he show you the photos of the nude wedding he did?,Megan,neutral,neutral,657,10,7,17,"00:04:34,983","00:04:42,030"
6611,"I know! I almost called off my wedding. Oh, who?s your band?!",Megan,joy,positive,657,12,7,17,"00:04:42,448","00:04:49,204"
6612,"Oh, my fiancee wants the Swing Kings.",Monica,neutral,neutral,657,13,7,17,"00:04:45,493","00:04:49,204"
6613,"Oh, you?re so lucky. My fiancee wants the heavy metal band Carcass.",Megan,sadness,negative,657,14,7,17,"00:04:49,414","00:04:53,542"
6614,"Ooh, is that spelled with a ?C? or a ?K?? Oh my God! It doesn?t matter; they?re both great!",Phoebe,joy,positive,657,15,7,17,"00:04:53,751","00:04:58,672"
6617,Now that you know what you want you should go to Kleinman?s and get it half off.,Rachel,neutral,neutral,657,17,7,17,"00:05:02,719","00:05:06,346"
6619,"So, does this  come in another color or",Rachel,neutral,neutral,657,19,7,17,"00:05:12,520","00:05:16,023"
6620,"I am telling you, years from now, schoolchildren will study it as one of the greatest first dates of all time.",Chandler,neutral,neutral,658,0,1,20,"00:01:45,688","00:01:48,690"
6622,"We could totally be ourselves, we didn't have to play any games...",Chandler,joy,positive,658,2,1,20,"00:01:50,902","00:01:53,904"
6630,I can't believe my parents are actually pressuring me to find one of you people.,Monica,surprise,negative,658,10,1,20,"00:02:07,627","00:02:11,839"
6631,"Oh, God, just do it!  Call her! Stop being so testosteroney!",Phoebe,anger,negative,658,11,1,20,"00:02:14,884","00:02:18,387"
6632,"Which, by the way, is the real San Francisco treat.  I got her machine.",Chandler,neutral,neutral,658,12,1,20,"00:02:20,014","00:02:30,232"
6634,"No, interestingly enough her leaf blower picked up.",Chandler,neutral,neutral,658,14,1,20,"00:02:30,400","00:02:32,776"
6635,"So, uh, why didn't you say anything?",Phoebe,neutral,neutral,658,15,1,20,"00:02:36,322","00:02:38,740"
6636,"Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""",Chandler,disgust,negative,658,16,1,20,"00:02:41,995","00:02:44,580"
6637,"Look look! It's Rachel and Barry. No, don't everybody look at once!",Monica,surprise,negative,658,17,1,20,"00:02:46,875","00:02:50,460"
6640,"Yeah, well, does he look upset? Does he look like he was just told to shove anything?",Ross,neutral,neutral,658,20,1,20,"00:02:53,882","00:02:58,260"
6641,"So, um, what do you do for a living?",Ross,neutral,neutral,659,0,1,14,"00:14:38,168","00:14:41,379"
6642,"Well, um, for the past few years I've been working.....which is funny because, that wasn't even my major.",Kristin,neutral,neutral,659,1,1,14,"00:14:41,589","00:14:47,176"
6643,Oh no. I thought you said they could shoot the spot without you.,Carol,neutral,neutral,659,2,1,14,"00:14:44,508","00:14:48,428"
6644,I thought they could...I'll try to get back as soon as I can. I'm sorry.,Susan,sadness,negative,659,3,1,14,"00:14:52,182","00:15:02,942"
6646,"Hey, do you think...would it be too weird if I invited Carol over to join us?",Ross,neutral,neutral,659,5,1,14,"00:15:20,377","00:15:25,715"
6647,"Cause she's, she's alone now, and pregnant, and, and sad.",Ross,sadness,negative,659,6,1,14,"00:15:25,966","00:15:30,386"
6653,"You guys'll scooch, won't you?",Ross,neutral,neutral,659,12,1,14,"00:15:42,358","00:15:45,401"
6657,"Uh, Kristen Riggs, this is Carol Willick.",Ross,neutral,neutral,659,16,1,14,"00:15:53,118","00:15:56,204"
6659,"Uh, Carol teaches sixth grade.",Ross,neutral,neutral,659,18,1,14,"00:15:59,083","00:16:01,417"
6660,"And, Kristin, Kristin......does something that, funnily enough, wasn't even her major!",Ross,joy,positive,659,19,1,14,"00:16:11,387","00:16:22,188"
6666,And instead my parents got me this little plastic chicken that you hop around on.,Paul,anger,negative,660,4,6,23,"00:05:05,471","00:05:12,311"
6676,It was horrible. They called me chicken boy.,Paul,sadness,negative,660,14,6,23,"00:05:30,163","00:05:36,752"
6678,"Will you pick one, just pick one! Here, how about that one?",Joey,anger,negative,661,0,1,12,"00:11:59,301","00:12:02,929"
6680,"So what, like people are gonna come in and think, ""Uh-oh, I'm outside again?"" Of course!",Joey,neutral,neutral,661,2,1,12,"00:12:06,142","00:12:14,232"
6682,"I don't know, birds just don't say, ""Hello, sit here, eat something.""",Joey,neutral,neutral,661,4,1,12,"00:12:15,651","00:12:20,196"
6685,"Oh, so, forget about the birds, but big red insects suggest fine dining!",Chandler,anger,negative,661,7,1,12,"00:12:24,493","00:12:28,705"
6687,"Not like that, I won't!  Kip would have liked the birds!",Chandler,sadness,negative,661,9,1,12,"00:12:31,375","00:12:50,518"
6690,"Bijan for...   Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee.",Joey,neutral,neutral,662,2,2,2,"00:06:53,788","00:07:02,671"
6691,"Oh, actually I sorta have plans.",Annabelle,neutral,neutral,662,3,2,2,"00:07:02,839","00:07:05,257"
6693,You bet.  Maybe some other time?,Annabelle,neutral,neutral,662,5,2,2,"00:07:13,391","00:07:19,187"
6694,"Hey, it's not the first time I lost a girl to a cowboy spraying cologne.  Bijan for men?  Bijan for men?!",Joey,sadness,negative,662,6,2,2,"00:07:28,573","00:07:34,411"
6698,We are the hottest! Huh?,Monica,joy,positive,663,3,5,17,"00:14:19,275","00:14:21,526"
